"","airport","time","summary","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","humidity","pressure","windSpeed","windGust","windBearing","cloudCover","uvIndex","visibility","ozone","precipType","precipAccumulation","time2"
"1224","Eureka",2019-12-18 22:00:00,"Partly Cloudy",0,0,26.21,12.26,4.12,0.38,1009.9,20.19,20.3,281.016834140585,0.42,0,10,374.88,"",NA,2019-12-18 22:00:00
"1225","Eureka",2019-12-18 23:00:00,"Clear",0,0,24.38,11.04,0.47,0.35,1010.3,16.93,34.71,292.081293084884,0.18,0,10,384.81,"",NA,2019-12-18 23:00:00
"1226","Eureka",2019-12-19 00:00:00,"Clear",0,0,22.53,8.49,-4.33,0.3,1010.57,17.51,17.55,290.014776565971,0.18,0,10,391.52,"",NA,2019-12-19 00:00:00
"1227","Eureka",2019-12-19 01:00:00,"Partly Cloudy",0,0,21.38,6.97,-1.61,0.36,1011.47,16.69,23.28,288.01452636136,0.39,0,10,390.73,"",NA,2019-12-19 01:00:00
"1228","Eureka",2019-12-19 02:00:00,"Partly Cloudy",0,0,18.86,3.64,-1.74,0.4,1012.46,17.83,29.84,285.096262508471,0.41,0,10,386.95,"",NA,2019-12-19 02:00:00
"1229","Eureka",2019-12-19 03:00:00,"Partly Cloudy",0,0,17.35,1.72,-1.81,0.42,1013.61,17.36,32.8,296.055358150493,0.39,0,10,383.89,"",NA,2019-12-19 03:00:00
"1230","Eureka",2019-12-19 04:00:00,"Clear",0,0,17.22,0.94,-3.61,0.39,1014.72,18.31,29.25,292.054786468235,0.01,0,10,386.69,"",NA,2019-12-19 04:00:00
"1231","Eureka",2019-12-19 05:00:00,"Clear",0,0,15.69,-2.15,-5.41,0.39,1016.15,21.32,33.48,288.053420128553,0.17,0,10,391.37,"",NA,2019-12-19 05:00:00
"1232","Eureka",2019-12-19 06:00:00,"Clear",0,0,15.48,-0.56,-5.31,0.39,1017.32,17.02,28.44,292.051819954817,0.16,0,10,395.4,"",NA,2019-12-19 06:00:00
"1233","Eureka",2019-12-19 07:00:00,"Clear",0,0,15.28,-2.14,-5.5,0.39,1018.53,20.55,27.61,293.00592103964,0,0,10,400.64,"",NA,2019-12-19 07:00:00
"1234","Eureka",2019-12-19 08:00:00,"Clear",0,0,15.59,-0.4,-4.05,0.41,1019.51,17.35,25.02,294.008999509545,0.17,0,10,400.52,"",NA,2019-12-19 08:00:00
"1235","Eureka",2019-12-19 09:00:00,"Clear",0,0,17.53,1.76,-2.11,0.41,1020.07,17.46,28.69,294.046488073428,0,1,10,398.64,"",NA,2019-12-19 09:00:00
"1236","Eureka",2019-12-19 10:00:00,"Clear",0,0,19.12,3.74,-0.44,0.42,1020.13,18.04,25.75,293.047913654647,0,1,10,394.84,"",NA,2019-12-19 10:00:00
"1237","Eureka",2019-12-19 11:00:00,"Clear",0,0,21.06,6.88,-0.39,0.39,1019.91,16.15,16.13,274.08205575641,0,1,10,389.43,"",NA,2019-12-19 11:00:00
"1238","Eureka",2019-12-19 12:00:00,"Clear",0,0,22.72,8.55,-0.66,0.36,1019.83,17.31,27.27,276.096845871785,0.16,1,10,384.24,"",NA,2019-12-19 12:00:00
"1239","Eureka",2019-12-19 13:00:00,"Clear",0,0,24.33,9.89,-0.14,0.34,1020.52,19.94,26.95,295.083782673274,0.16,0,10,384.58,"",NA,2019-12-19 13:00:00
"1240","Eureka",2019-12-19 14:00:00,"Clear",0,0,24.34,11.08,1.24,0.36,1021.21,17.48,24.86,285.051180220663,0.16,0,10,379.52,"",NA,2019-12-19 14:00:00
"1241","Eureka",2019-12-19 15:00:00,"Partly Cloudy",0,0,24.34,11.08,1.5,0.37,1022.06,17.13,25.21,284.018186299275,0.38,0,10,374.69,"",NA,2019-12-19 15:00:00
"1242","Eureka",2019-12-19 16:00:00,"Clear",0,0,22.88,8.52,-0.04,0.36,1022.93,18.34,18.19,282.042167057002,0.19,0,10,371.66,"",NA,2019-12-19 16:00:00
"1243","Eureka",2019-12-19 17:00:00,"Clear",0,0,22.49,9.6,-0.21,0.37,1023.53,14.04,14.08,294.048675771128,0.01,0,10,368.75,"",NA,2019-12-19 17:00:00
"1244","Eureka",2019-12-19 18:00:00,"Clear",0,0,21.15,7.57,-1.8,0.36,1023.81,15.39,15.44,282.002477192763,0,0,10,366.29,"",NA,2019-12-19 18:00:00
"1245","Eureka",2019-12-19 19:00:00,"Clear",0,0,21.19,8.33,-0.23,0.39,1024.19,13.54,13.53,283.069315803035,0,0,10,367.23,"",NA,2019-12-19 19:00:00
"1246","Eureka",2019-12-19 20:00:00,"Clear",0,0,20.82,8.79,0.1,0.4,1024.34,12.07,11.72,283.098891590987,0,0,10,363.58,"",NA,2019-12-19 20:00:00
"1247","Eureka",2019-12-19 21:00:00,"Clear",0,0,19.34,6.6,0.09,0.42,1024.51,12.42,12.39,272.025775998244,0,0,10,359.81,"",NA,2019-12-19 21:00:00
"1248","Eureka",2019-12-19 22:00:00,"Clear",0,0,19.25,5.47,1.62,0.46,1024.66,14.75,20.22,272.089187308129,0,0,10,355.61,"",NA,2019-12-19 22:00:00
"1249","Eureka",2019-12-19 23:00:00,"Clear",0,0,19.18,4.46,1.5,0.46,1025.01,16.03,15.95,274.038370363862,0,0,10,351.21,"",NA,2019-12-19 23:00:00
"1250","Eureka",2019-12-20 00:00:00,"Clear",0,0,18.88,5.96,0.19,0.43,1024.98,12.65,12.73,283.063139496254,0,0,10,344.12,"",NA,2019-12-20 00:00:00
"1251","Eureka",2019-12-20 01:00:00,"Clear",0,0,18.93,4.82,0.12,0.43,1025.72,14.86,14.75,275.074344537038,0,0,10,341.16,"",NA,2019-12-20 01:00:00
"1252","Eureka",2019-12-20 02:00:00,"Clear",0,0,18.9,5.96,0.09,0.43,1026.11,12.52,12.46,283.057634320869,0,0,10,338.75,"",NA,2019-12-20 02:00:00
"1253","Eureka",2019-12-20 03:00:00,"Clear",0,0,17.37,3.63,-0.27,0.45,1026.52,13.6,13.54,294.053584987806,0,0,10,336.65,"",NA,2019-12-20 03:00:00
"1254","Eureka",2019-12-20 04:00:00,"Clear",0,0,17.45,3.89,-0.15,0.45,1027.06,12.88,12.72,292.017332945168,0,0,10,334.41,"",NA,2019-12-20 04:00:00
"1255","Eureka",2019-12-20 05:00:00,"Clear",0,0,17.3,2.03,-0.21,0.46,1028.02,16.55,16.48,312.090345436552,0,0,10,332.33,"",NA,2019-12-20 05:00:00
"1256","Eureka",2019-12-20 06:00:00,"Clear",0,0,17.08,3.31,0.09,0.46,1028.69,13.51,20.15,311.078604029252,0.16,0,10,331.19,"",NA,2019-12-20 06:00:00
"1257","Eureka",2019-12-20 07:00:00,"Clear",0,0,17.14,1.73,1.5,0.5,1029.5,16.94,16.89,313.049953812375,0.16,0,10,332.97,"",NA,2019-12-20 07:00:00
"1258","Eureka",2019-12-20 08:00:00,"Clear",0,0,18.78,4.2,1.96,0.47,1030.31,15.94,15.75,321.040242955721,0.17,0,10,334.72,"",NA,2019-12-20 08:00:00
"1259","Eureka",2019-12-20 09:00:00,"Clear",0,0,20.85,6.99,3.84,0.47,1030.96,14.98,14.91,313.013923201199,0,1,10,336.57,"",NA,2019-12-20 09:00:00
"1260","Eureka",2019-12-20 10:00:00,"Clear",0,0,24.05,12.7,7.07,0.48,1030.91,12,11.96,314.060992026699,0.16,1,10,338.66,"",NA,2019-12-20 10:00:00
"1261","Eureka",2019-12-20 11:00:00,"Clear",0,0,26.48,15.46,8.65,0.47,1030.61,12.03,11.92,321.078446058914,0.16,1,10,340.32,"",NA,2019-12-20 11:00:00
"1262","Eureka",2019-12-20 12:00:00,"Clear",0,0,29.2,20.01,10.21,0.45,1030.51,10.16,10.32,311.089535204721,0.16,1,10,340.86,"",NA,2019-12-20 12:00:00
"1263","Eureka",2019-12-20 13:00:00,"Clear",0,0,31.03,21.8,10.71,0.42,1031.04,11.35,11.42,292.045990181505,0,1,10,339.87,"",NA,2019-12-20 13:00:00
"1264","Eureka",2019-12-20 14:00:00,"Clear",3e-04,0.01,32.73,24.33,10.82,0.4,1031.48,10.81,10.83,312.028278650967,0.17,0,10,338.69,"snow",0.0014,2019-12-20 14:00:00
"1265","Eureka",2019-12-20 15:00:00,"Clear",0,0,31.68,24.34,10.81,0.41,1032.44,8.24,8.31,319.01418668315,0.17,0,10,336.63,"",NA,2019-12-20 15:00:00
"1266","Eureka",2019-12-20 16:00:00,"Clear",0,0,31.62,23.51,11.03,0.42,1033.47,9.42,9.31,330.011210558392,0,0,10,332.88,"",NA,2019-12-20 16:00:00
"1267","Eureka",2019-12-20 17:00:00,"Clear",0,0,29.92,21.12,11.09,0.45,1033.88,9.74,9.67,314.022573003771,0,0,10,328.93,"",NA,2019-12-20 17:00:00
"1268","Eureka",2019-12-20 18:00:00,"Clear",0,0,28.58,17.66,11.06,0.48,1034.78,12.88,12.8,322.058476136976,0,0,10,327.7,"",NA,2019-12-20 18:00:00
"1269","Eureka",2019-12-20 19:00:00,"Clear",0,0,27.91,18.32,10.74,0.49,1035.03,10.29,10.34,320.070187915359,0,0,10,323.45,"",NA,2019-12-20 19:00:00
"1270","Eureka",2019-12-20 20:00:00,"Clear",0,0,26.32,15.74,10.83,0.52,1035.56,11.79,11.69,331.088011966702,0,0,10,318.8,"",NA,2019-12-20 20:00:00
"1271","Eureka",2019-12-20 21:00:00,"Clear",0,0,25.91,14.73,10.73,0.53,1035.73,12.5,12.49,332.088981390897,0,0,10,314.88,"",NA,2019-12-20 21:00:00
"1272","Eureka",2019-12-20 22:00:00,"Clear",0,0,24.63,16.55,10.67,0.55,1036.06,6.82,6.94,333.037110060954,0.16,0,10,312.69,"",NA,2019-12-20 22:00:00
"1273","Eureka",2019-12-20 23:00:00,"Clear",0,0,24.36,15.82,10.78,0.56,1036.3,7.39,7.47,322.07221266033,0.16,0,10,311.54,"",NA,2019-12-20 23:00:00
"1274","Eureka",2019-12-21 00:00:00,"Clear",0,0,22.74,14.35,10.84,0.59,1036.49,7.12,7.05,313.020319443418,0.16,0,10,310.56,"",NA,2019-12-21 00:00:00
"1275","Eureka",2019-12-21 01:00:00,"Clear",0,0,22.94,14.19,10.64,0.6,1036.85,7.02,7.14,331.0499941304,0.16,0,10,309.68,"",NA,2019-12-21 01:00:00
"1276","Eureka",2019-12-21 02:00:00,"Clear",0,0,22.63,16.73,10.65,0.6,1037.12,4.41,4.37,304.096349878356,0.17,0,10,307.66,"",NA,2019-12-21 02:00:00
"1277","Eureka",2019-12-21 03:00:00,"Clear",0,0,21.34,11.64,10.62,0.63,1037.25,8.17,8.27,321.040862245139,0.19,0,10,305.39,"",NA,2019-12-21 03:00:00
"1278","Eureka",2019-12-21 04:00:00,"Mostly Cloudy",0,0,22.6,13.31,10.8,0.6,1037.31,8.2,8.18,322.076474193373,0.66,0,10,301.52,"",NA,2019-12-21 04:00:00
"1279","Eureka",2019-12-21 05:00:00,"Clear",0,0,22.24,14.57,10.78,0.61,1037.44,6.42,6.22,302.075536931832,0.19,0,10,296.96,"",NA,2019-12-21 05:00:00
"1280","Eureka",2019-12-21 06:00:00,"Mostly Cloudy",0,0,21.2,11.65,10.62,0.63,1037.42,8.39,8.26,303.082118006725,0.68,0,10,293.95,"",NA,2019-12-21 06:00:00
"1281","Eureka",2019-12-21 07:00:00,"Partly Cloudy",0,0,22.51,14.84,12.16,0.64,1037.29,6.05,6.11,302.059754420681,0.42,0,10,293.25,"",NA,2019-12-21 07:00:00
"1282","Eureka",2019-12-21 08:00:00,"Mostly Cloudy",0,0,24.77,18.38,12.63,0.59,1037.61,5.44,5.24,303.075322108674,0.69,0,10,294.96,"",NA,2019-12-21 08:00:00
"1283","Eureka",2019-12-21 09:00:00,"Mostly Cloudy",0,0,26.66,26.72,14.16,0.59,1037.95,0.32,0.86,331.095511824249,0.7,1,10,297.71,"",NA,2019-12-21 09:00:00
"1284","Eureka",2019-12-21 10:00:00,"Mostly Cloudy",0,0,31.32,26.75,14.54,0.49,1036.97,4.46,4.29,275.045404195951,0.73,1,10,300.42,"",NA,2019-12-21 10:00:00
"1285","Eureka",2019-12-21 11:00:00,"Mostly Cloudy",0,0,32.85,32.9,17.95,0.54,1035.83,0.51,0.73,271.020659356456,0.75,1,10,304,"",NA,2019-12-21 11:00:00
"1286","Eureka",2019-12-21 12:00:00,"Overcast",0,0,33.2,30.13,19.99,0.58,1034.67,3.3,3.39,204.038151665122,0.95,1,10,306.89,"",NA,2019-12-21 12:00:00
"1287","Eureka",2019-12-21 13:00:00,"Overcast",0,0,33.65,29.59,21.69,0.61,1034.02,4.63,4.33,162.056785372311,0.95,1,10,302.01,"",NA,2019-12-21 13:00:00
"1288","Eureka",2019-12-21 14:00:00,"Overcast",0,0,33.81,33.7,23.21,0.65,1033.59,0.42,0.78,207.060292861891,0.96,0,10,302.33,"",NA,2019-12-21 14:00:00
"1289","Eureka",2019-12-21 15:00:00,"Overcast",0,0,33.59,33.63,23.24,0.65,1033.61,0.43,0.65,222.034583093303,0.95,0,10,302.59,"",NA,2019-12-21 15:00:00
"1290","Eureka",2019-12-21 16:00:00,"Overcast",0,0,33.71,33.92,21.95,0.62,1033.3,0.37,0.59,218.065377599143,0.95,0,10,303.61,"",NA,2019-12-21 16:00:00
"1291","Eureka",2019-12-21 17:00:00,"Partly Cloudy",0,0,32.34,27.34,23.3,0.69,1032.92,5.35,5.08,180.019765485856,0.47,0,10,305.17,"",NA,2019-12-21 17:00:00
"1292","Eureka",2019-12-21 18:00:00,"Overcast",0,0,33.67,28.39,24.9,0.7,1032.67,5.4,5.4,181.021944285576,0.96,0,10,306.05,"",NA,2019-12-21 18:00:00
"1293","Eureka",2019-12-21 19:00:00,"Overcast",0,0,33.64,27.86,24.88,0.71,1031.98,6.22,6.33,171.077891428641,0.97,0,10,311.84,"",NA,2019-12-21 19:00:00
"1294","Eureka",2019-12-21 20:00:00,"Overcast",0,0,33.47,29.6,25.16,0.71,1031.77,4.47,4.4,171.064151792865,0.98,0,10,309.95,"",NA,2019-12-21 20:00:00
"1295","Eureka",2019-12-21 21:00:00,"Overcast",0,0,33.58,28.73,25.3,0.71,1031.17,5.36,5.22,181.08091009615,0.96,0,10,307.96,"",NA,2019-12-21 21:00:00
"1296","Eureka",2019-12-21 22:00:00,"Overcast",0,0,33.6,28.93,26.85,0.76,1030.76,4.91,4.78,216.053091897759,0.97,0,10,305.31,"",NA,2019-12-21 22:00:00
"1297","Eureka",2019-12-21 23:00:00,"Mostly Cloudy",0,0,33.52,26.21,25.29,0.72,1029.95,8.43,8.42,211.074336699546,0.71,0,10,302.76,"",NA,2019-12-21 23:00:00
"1298","Eureka",2019-12-22 00:00:00,"Partly Cloudy",0,0,31.77,25.76,25.09,0.76,1029.19,6.57,6.53,212.017343025847,0.41,0,9.928,298,"",NA,2019-12-22 00:00:00
"1299","Eureka",2019-12-22 01:00:00,"Clear",0,0,32.01,26.07,26.49,0.8,1028.92,6.2,6.37,221.041238953386,0.02,0,9.917,297.32,"",NA,2019-12-22 01:00:00
"1300","Eureka",2019-12-22 02:00:00,"Clear",0,0,31.73,25.77,24.84,0.76,1028.51,6.44,6.37,212.07544098769,0.19,0,9.896,298.07,"",NA,2019-12-22 02:00:00
"1301","Eureka",2019-12-22 03:00:00,"Clear",0,0,32.82,25.73,24.81,0.72,1028.11,8.34,8.14,221.074717910346,0.02,0,10,300.04,"",NA,2019-12-22 03:00:00
"1302","Eureka",2019-12-22 04:00:00,"Clear",0,0,31.81,23.86,23.49,0.71,1027.43,9.01,9.03,222.01871193989,0.18,0,10,304.12,"",NA,2019-12-22 04:00:00
"1303","Eureka",2019-12-22 05:00:00,"Clear",0,0,30.26,23.4,21.68,0.7,1027.41,7.11,7.07,193.010304928575,0.02,0,10,309.78,"",NA,2019-12-22 05:00:00
"1304","Eureka",2019-12-22 06:00:00,"Partly Cloudy",0,0,30.24,22.45,22.94,0.75,1026.46,8.25,8.17,211.031200417548,0.4,0,9.924,313.68,"",NA,2019-12-22 06:00:00
"1305","Eureka",2019-12-22 07:00:00,"Partly Cloudy",0,0,31.62,24.04,23.22,0.72,1026.56,7.88,7.93,221.026058603402,0.4,0,10,315.93,"",NA,2019-12-22 07:00:00
"1306","Eureka",2019-12-22 08:00:00,"Partly Cloudy",0,0,33.13,26.61,24.81,0.72,1026.42,7.47,7.34,212.066576252939,0.43,0,10,317.45,"",NA,2019-12-22 08:00:00
"1307","Eureka",2019-12-22 09:00:00,"Mostly Cloudy",0,0,35.04,28.07,24.89,0.66,1025.72,9.4,9.37,220.001422229652,0.71,1,10,319.73,"",NA,2019-12-22 09:00:00
"1308","Eureka",2019-12-22 10:00:00,"Mostly Cloudy",0,0,37.25,30.03,25.1,0.61,1024.3,10.24,10.33,230.066682739848,0.71,1,10,323.74,"",NA,2019-12-22 10:00:00
"1309","Eureka",2019-12-22 11:00:00,"Mostly Cloudy",4e-04,0.01,41.34,37.11,25.14,0.52,1023.41,6.55,6.38,240.040688017734,0.7,1,10,329.03,"rain",NA,2019-12-22 11:00:00
"1310","Eureka",2019-12-22 12:00:00,"Mostly Cloudy",4e-04,0.02,42.3,36.34,25.07,0.5,1022.19,10.34,10.24,230.081978793359,0.68,1,10,332.57,"rain",NA,2019-12-22 12:00:00
"1311","Eureka",2019-12-22 13:00:00,"Mostly Cloudy",3e-04,0.01,43.67,36.91,25.38,0.48,1021.24,13.16,13.01,221.064991660844,0.67,1,10,333.77,"rain",NA,2019-12-22 13:00:00
"1312","Eureka",2019-12-22 14:00:00,"Overcast",2e-04,0.02,39.88,34.17,26.66,0.59,1021.11,8.8,20.75,226.085358876994,0.89,0,10,333.6,"rain",NA,2019-12-22 14:00:00
"1313","Eureka",2019-12-22 15:00:00,"Mostly Cloudy",2e-04,0.01,42.5,36.52,25.19,0.5,1020.66,11.85,11.64,221.056843146913,0.67,0,10,332.78,"rain",NA,2019-12-22 15:00:00
"1314","Eureka",2019-12-22 16:00:00,"Mostly Cloudy",0,0,41.99,35.73,25.3,0.51,1019.95,10.66,10.67,228.095628570369,0.67,0,10,331.97,"",NA,2019-12-22 16:00:00
"1315","Eureka",2019-12-22 17:00:00,"Clear",0,0,42.11,36.49,25.19,0.51,1019.36,9.27,9.43,231.098784658883,0.18,0,10,330.57,"",NA,2019-12-22 17:00:00
"1316","Eureka",2019-12-22 18:00:00,"Clear",0,0,40.68,34.64,26.75,0.57,1019.21,9.59,9.26,231.095813961695,0.18,0,10,329.26,"",NA,2019-12-22 18:00:00
"1317","Eureka",2019-12-22 19:00:00,"Partly Cloudy",0,0,39.31,31.82,25.41,0.57,1019.31,11.26,11.26,222.038789025808,0.4,0,10,329.09,"",NA,2019-12-22 19:00:00
"1318","Eureka",2019-12-22 20:00:00,"Clear",0,0,40.32,33.07,25.35,0.55,1019.12,12.19,12.19,230.096439993933,0.01,0,10,329.51,"",NA,2019-12-22 20:00:00
"1319","Eureka",2019-12-22 21:00:00,"Clear",0,0,39.03,32.38,24.98,0.57,1019.41,10.44,10.21,222.077629496292,0,0,10,329.39,"",NA,2019-12-22 21:00:00
"1320","Eureka",2019-12-22 22:00:00,"Clear",0,0,37.48,30.72,26.67,0.65,1019.05,9.19,9.24,231.094247121433,0,0,10,327.74,"",NA,2019-12-22 22:00:00
"1321","Eureka",2019-12-22 23:00:00,"Clear",0,0,37.2,30.57,26.69,0.65,1018.65,9.04,9.06,221.091714471901,0,0,10,325.67,"",NA,2019-12-22 23:00:00
"1322","Eureka",2019-12-23 00:00:00,"Clear",0,0,36.07,29.72,26.67,0.69,1018.51,8.16,8.13,202.067195047503,0,0,10,323.66,"",NA,2019-12-23 00:00:00
"1323","Eureka",2019-12-23 01:00:00,"Clear",0,0,36.88,30.16,26.68,0.66,1018.58,9.28,9.08,222.036303165709,0,0,10,319.66,"",NA,2019-12-23 01:00:00
"1324","Eureka",2019-12-23 02:00:00,"Clear",0,0,35.51,28.84,26.58,0.7,1018.24,8.35,8.24,231.090121380041,0,0,10,317.63,"",NA,2019-12-23 02:00:00
"1325","Eureka",2019-12-23 03:00:00,"Clear",0,0,35.56,29.75,26.69,0.69,1018.27,7.66,7.31,223.005377705919,0,0,10,316.11,"",NA,2019-12-23 03:00:00
"1326","Eureka",2019-12-23 04:00:00,"Clear",0,0,35.67,28.82,26.6,0.7,1018.03,8.53,8.27,212.085190092649,0,0,10,315.75,"",NA,2019-12-23 04:00:00
"1327","Eureka",2019-12-23 05:00:00,"Clear",0,0,35.58,28.06,26.68,0.71,1018.1,10.21,10.16,230.000530097564,0,0,10,315.49,"",NA,2019-12-23 05:00:00
"1328","Eureka",2019-12-23 06:00:00,"Clear",0,0,35.66,28.77,26.61,0.7,1018.13,9.32,9.06,230.040660947555,0.16,0,10,315.38,"",NA,2019-12-23 06:00:00
"1329","Eureka",2019-12-23 07:00:00,"Clear",0,0,38.66,33.92,28.43,0.67,1018.88,6.79,6.51,245.017369370615,0.16,0,10,312.12,"",NA,2019-12-23 07:00:00
"1330","Eureka",2019-12-23 08:00:00,"Clear",0,0,40.88,37.18,30.44,0.67,1018.65,5.24,5.25,184.065192621892,0.16,0,10,311.03,"",NA,2019-12-23 08:00:00
"1331","Eureka",2019-12-23 09:00:00,"Clear",0,0,44.02,39.29,30.58,0.59,1018.05,8.58,8.3,230.09328250073,0,1,10,310.88,"",NA,2019-12-23 09:00:00
"1332","Eureka",2019-12-23 10:00:00,"Clear",0,0,48.03,43.92,34.06,0.58,1016.78,8.7,8.61,222.022173529349,0.16,1,10,311.54,"",NA,2019-12-23 10:00:00
"1333","Eureka",2019-12-23 11:00:00,"Clear",0,0,51.43,51.53,34.05,0.52,1015.47,13.25,13.24,222.066297889029,0.16,1,10,312.59,"",NA,2019-12-23 11:00:00
"1334","Eureka",2019-12-23 12:00:00,"Clear",0,0,53.59,53.46,34.09,0.48,1013.87,13.08,13.07,239.058915629052,0.16,1,10,312.67,"",NA,2019-12-23 12:00:00
"1335","Eureka",2019-12-23 13:00:00,"Mostly Cloudy",0,0,54.95,55.23,34.08,0.45,1012.69,13.11,13.21,230.026586389222,0.65,1,10,308.52,"",NA,2019-12-23 13:00:00
"1336","Eureka",2019-12-23 14:00:00,"Partly Cloudy",0,0,55.72,55.72,33.65,0.43,1011.73,13.52,13.24,229.016222423545,0.39,0,10,306.2,"",NA,2019-12-23 14:00:00
"1337","Eureka",2019-12-23 15:00:00,"Partly Cloudy",0,0,53.96,54.11,34.11,0.47,1011.35,10.54,10.59,230.053600982702,0.38,0,10,304.6,"",NA,2019-12-23 15:00:00
"1338","Eureka",2019-12-23 16:00:00,"Mostly Cloudy",0,0,52,52.31,34.24,0.5,1010.43,11.7,11.62,230.052082443593,0.65,0,10,305.24,"",NA,2019-12-23 16:00:00
"1339","Eureka",2019-12-23 17:00:00,"Clear",0,0,50.31,50.34,34.1,0.54,1010.5,13.24,13.3,230.099771740924,0.18,0,10,306.82,"",NA,2019-12-23 17:00:00
"1340","Eureka",2019-12-23 18:00:00,"Clear",0,0,51.37,51.26,33.91,0.52,1009.9,15.04,15.13,240.054911684274,0.22,0,10,307.97,"",NA,2019-12-23 18:00:00
"1341","Eureka",2019-12-23 19:00:00,"Partly Cloudy",0,0,49.84,44.57,34.04,0.54,1009.32,14.21,14.3,228.030124000674,0.45,0,10,308.16,"",NA,2019-12-23 19:00:00
"1342","Eureka",2019-12-23 20:00:00,"Clear",0,0,51.39,51.21,30.66,0.45,1008.28,13.52,13.39,241.028415368042,0.23,0,10,307.34,"",NA,2019-12-23 20:00:00
"1343","Eureka",2019-12-23 21:00:00,"Partly Cloudy",0,0,51.06,50.89,30.57,0.46,1008.38,14.95,14.85,261.002975656579,0.42,0,10,306.47,"",NA,2019-12-23 21:00:00
"1344","Eureka",2019-12-23 22:00:00,"Partly Cloudy",0,0,50.83,50.68,29.04,0.43,1008.87,10.04,10.08,262.006408295438,0.41,0,10,305.86,"",NA,2019-12-23 22:00:00
"1345","Eureka",2019-12-23 23:00:00,"Clear",0,0,49.44,46.49,29.28,0.46,1009.28,6.52,6.49,291.005986874072,0.19,0,10,305.95,"",NA,2019-12-23 23:00:00
"1346","Eureka",2019-12-24 00:00:00,"Clear",0,0,47.73,43.59,29.15,0.48,1010.21,8.8,8.63,322.07291381589,0.18,0,10,307.38,"",NA,2019-12-24 00:00:00
"1347","Eureka",2019-12-24 01:00:00,"Clear",0,0,46.15,41.85,29,0.51,1011.6,8.11,8.1,315.094318516001,0.02,0,10,310.88,"",NA,2019-12-24 01:00:00
"1348","Eureka",2019-12-24 02:00:00,"Clear",0,0,44.63,39.25,29.13,0.54,1013.4,10.32,10.31,320.09069431206,0.18,0,10,316.06,"",NA,2019-12-24 02:00:00
"1349","Eureka",2019-12-24 03:00:00,"Clear",0,0,44.14,39.42,28.57,0.54,1013.89,8.31,8.48,321.054106281115,0.18,0,10,319.98,"",NA,2019-12-24 03:00:00
"1350","Eureka",2019-12-24 04:00:00,"Partly Cloudy",0,0,42.15,35.69,25.47,0.51,1014.85,12.02,11.69,323.004339825759,0.39,0,10,321.2,"",NA,2019-12-24 04:00:00
"1351","Eureka",2019-12-24 05:00:00,"Partly Cloudy",0,0,40.56,34.08,24.99,0.54,1015.95,10.52,10.26,307.096549469904,0.38,0,10,321.81,"",NA,2019-12-24 05:00:00
"1352","Eureka",2019-12-24 06:00:00,"Clear",0,0,38.98,31.21,23.45,0.53,1016.81,12.93,19.54,322.09954961609,0.17,0,10,322.13,"",NA,2019-12-24 06:00:00
"1353","Eureka",2019-12-24 07:00:00,"Clear",0,0,38.66,31.64,21.51,0.5,1017.74,11.19,10.98,322.050808302825,0.16,0,10,320.69,"",NA,2019-12-24 07:00:00
"1354","Eureka",2019-12-24 08:00:00,"Clear",0,0,38.54,31.78,21.66,0.5,1019.43,10.77,10.85,320.06112502326,0.01,0,10,324.82,"",NA,2019-12-24 08:00:00
"1355","Eureka",2019-12-24 09:00:00,"Clear",0,0,40.1,32.83,21.55,0.47,1019.68,12.27,11.99,322.051842744682,0.16,1,10,322.72,"",NA,2019-12-24 09:00:00
"1356","Eureka",2019-12-24 10:00:00,"Clear",0,0,42.03,35.07,21.6,0.44,1019.4,12.67,12.78,314.012735945198,0.02,1,10,321.82,"",NA,2019-12-24 10:00:00
"1357","Eureka",2019-12-24 11:00:00,"Clear",0,0,43.56,37.84,21.51,0.41,1018.75,10.37,10.22,322.026521161857,0.01,1,10,320.14,"",NA,2019-12-24 11:00:00
"1358","Eureka",2019-12-24 12:00:00,"Clear",0,0,45.07,40.46,19.95,0.37,1018.62,8.76,13.58,330.033587102254,0.17,1,10,313.58,"",NA,2019-12-24 12:00:00
"1359","Eureka",2019-12-24 13:00:00,"Clear",0,0,45.63,40.3,19.82,0.36,1018.38,10.09,16.24,341.041542367095,0.17,1,10,310.35,"",NA,2019-12-24 13:00:00
"1360","Eureka",2019-12-24 14:00:00,"Partly Cloudy",0,0,45.58,40.73,17.99,0.33,1019.09,9.05,9.04,308.062422359124,0.4,0,10,306.42,"",NA,2019-12-24 14:00:00
"1361","Eureka",2019-12-24 15:00:00,"Partly Cloudy",0,0,44.25,39.39,17.68,0.35,1019.66,8.72,8.64,331.055830417715,0.39,0,10,303.22,"",NA,2019-12-24 15:00:00
"1362","Eureka",2019-12-24 16:00:00,"Partly Cloudy",0,0,42.36,38.56,16.63,0.35,1020.06,5.5,5.51,343.089439107323,0.39,0,10,300.23,"",NA,2019-12-24 16:00:00
"1363","Eureka",2019-12-24 17:00:00,"Clear",0,0,40.57,36.27,16.42,0.37,1020.98,6.36,6.31,314.021497317355,0.01,0,10,297.23,"",NA,2019-12-24 17:00:00
"1364","Eureka",2019-12-24 18:00:00,"Clear",0,0,40.1,34.88,16.36,0.38,1021.62,7.94,7.72,332.057774672999,0.01,0,10,294.93,"",NA,2019-12-24 18:00:00
